age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,Year
39,M,White,Ideal Beach,NJ,False,attack,Not fleeing,False,No Letal,2015
24,M,White,Edmond,OK,True,attack,Not fleeing,False,No Letal,2015
57,M,White,Rockville,GA,True,attack,Not fleeing,False,No Letal,2015
20,M,Other,Long Beach,CA,False,other,Not fleeing,False,Unarmed,2015
33,M,White,Alpine,CA,True,other,Not fleeing,False,No Letal,2015
60,M,White,Lancaster,SC,False,attack,Not fleeing,False,Letal,2015
32,M,Black,Northglenn,CO,False,attack,Not fleeing,False,Letal,2015
40,M,Black,Carrollton,GA,False,attack,Not fleeing,False,Letal,2015
18,M,White,Trenton,MI,False,attack,Not fleeing,False,No Letal,2015
36,M,Black,Lyndhurst,NJ,False,other,Not fleeing,False,No Letal,2015
35,M,White,Okmulgee County,OK,False,attack,Not fleeing,False,Letal,2015
55,M,White,Wilderville,OR,False,attack,Not fleeing,False,Letal,2015
19,M,White,Cottonwood,AZ,False,attack,Foot,False,Unarmed,2015
39,M,Hispanic,Nashville,TN,False,attack,Not fleeing,False,No Letal,2015
47,M,White,Palestine,TX,False,attack,Not fleeing,True,No Letal,2015
23,M,White,Greece,NY,True,attack,Other,False,Letal,2015
26,M,Black,Roslindale,MA,False,other,Not fleeing,False,No Letal,2015
26,M,White,Azle,TX,True,attack,Not fleeing,False,No Letal,2015
18,M,Hispanic,Ellis County,TX,True,attack,Car,False,Letal,2015
33,M,Hispanic,Fuqua,TX,False,other,Car,False,No Letal,2015
56,M,White,Byram,NJ,True,attack,Not fleeing,False,Letal,2015
46,M,Hispanic,Delano,CA,False,attack,Car,False,Letal,2015
36,M,Hispanic,Los Lunas,NM,False,attack,Not fleeing,False,Unarmed,2015
50,M,Hispanic,Santa Maria,CA,False,attack,Not fleeing,False,Letal,2015
45,F,White,Morgantown,WV,False,other,Car,False,No Letal,2015
53,M,White,North Port,FL,False,attack,Not fleeing,False,Letal,2015
45,M,Hispanic,Watsonsville,CA,False,attack,Foot,False,Letal,2015
42,M,White,Midland,TX,True,other,Not fleeing,False,No Letal,2015
27,M,Hispanic,Strasburg,CO,False,attack,Car,False,Letal,2015
30,M,Black,Oakland,CA,False,attack,Not fleeing,True,Letal,2015
36,M,White,Melbourne,FL,False,attack,Not fleeing,False,Letal,2015
58,M,White,Woodland,WA,True,attack,Not fleeing,False,Letal,2015
30,M,Hispanic,Anaheim,CA,True,other,Not fleeing,True,No Letal,2015
69,M,White,Sun City,AZ,True,attack,Not fleeing,False,Letal,2015
30,M,White,Findlay,OH,False,attack,Not fleeing,False,Unarmed,2015
45,M,White,Tomball,TX,False,attack,Car,False,Letal,2015
22,M,Black,Cincinnati,OH,False,attack,Not fleeing,False,Letal,2015
28,M,White,Des Moines,IA,False,other,Car,False,Unarmed,2015
19,M,Black,Bronx,NY,False,attack,Not fleeing,False,Letal,2015
40,M,Black,Pompano Beach,FL,False,attack,Not fleeing,False,Letal,2015
46,M,Black,Miami,FL,False,other,Not fleeing,False,No Letal,2015
28,M,Hispanic,Bexar County,TX,True,attack,Not fleeing,False,Letal,2015
22,M,Hispanic,Hackensack,NJ,True,other,Not fleeing,False,No Letal,2015
17,F,White,Kokomo,IN,True,attack,Not fleeing,False,No Letal,2015
46,M,White,Fort Wayne,IN,False,attack,Not fleeing,False,Letal,2015
35,M,Black,Louisville,KY,False,other,Not fleeing,False,No Letal,2015
35,M,White,Hutchins,TX,True,attack,Not fleeing,False,No Letal,2015
28,M,Hispanic,Stockton,CA,False,attack,Car,False,No Letal,2015
15,M,White,Cocoa,FL,True,attack,Not fleeing,False,Letal,2015
22,M,Black,South Lake Tahoe,CA,False,other,Foot,False,Unarmed,2015
28,M,Hispanic,Visalia,CA,False,attack,Not fleeing,False,Letal,2015
31,M,Native,Wood Lake,ND,False,attack,Not fleeing,False,Letal,2015
40,F,White,Clanton,AL,False,attack,Car,False,Letal,2015
48,M,White,Hobbs,NM,True,attack,Not fleeing,False,Letal,2015
58,M,White,Coney Island,NY,False,attack,Foot,False,No Letal,2015
44,M,Hispanic,Boston,MA,True,other,Foot,False,No Letal,2015
21,M,Black,Cincinnati,OH,True,attack,Not fleeing,False,Letal,2015
50,M,Hispanic,Greeley,CO,False,attack,Not fleeing,False,Letal,2015
23,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2015
24,M,Hispanic,Azusa,CA,True,other,Not fleeing,False,Unarmed,2015
49,M,White,Houston,TX,True,other,Not fleeing,False,No Letal,2015
60,M,White,Ronda,NC,False,attack,Foot,False,Letal,2015
35,M,Hispanic,Citrus Heights,CA,False,attack,Not fleeing,False,Letal,2015
29,M,White,Augusta,GA,True,attack,Not fleeing,False,Letal,2015
20,M,Black,Pittsburgh,PA,False,attack,Car,False,Letal,2015
34,M,White,Indianapolis,IN,False,other,Car,False,Unarmed,2015
22,M,White,Hutchinson,KS,False,attack,Not fleeing,False,No Letal,2015
49,M,White,Weatherford,TX,True,other,Foot,False,No Letal,2015
32,M,White,Omaha,NE,False,attack,Not fleeing,False,Letal,2015
26,M,Black,York County,VA,False,attack,Not fleeing,True,Letal,2015
41,M,Black,Owings Mills,MD,True,other,Not fleeing,False,Unarmed,2015
61,M,White,Fresno,CA,False,attack,Not fleeing,False,Letal,2015
49,M,White,Malone,NY,False,attack,Other,False,Letal,2015
28,M,Hispanic,San Antonio,TX,False,other,Foot,False,Letal,2015
35,M,White,Tahlequah,OK,False,attack,Not fleeing,True,Letal,2015
29,M,White,Portland,OR,False,attack,Not fleeing,False,No Letal,2015
51,M,White,Edinburg,NY,True,attack,Not fleeing,False,Letal,2015
52,M,White,Franklin,NC,False,attack,Not fleeing,False,Letal,2015
24,M,Black,McMinnville,OR,False,attack,Foot,False,No Letal,2015
32,M,White,Josephine County,OR,False,attack,Car,False,Letal,2015
45,M,White,Brockton,MA,True,attack,Not fleeing,False,No Letal,2015
60,M,Asian,San Diego,CA,False,other,Not fleeing,False,No Letal,2015
23,M,Black,Jacksonville,FL,False,attack,Foot,False,Unarmed,2015
46,M,Hispanic,Lancaster,CA,False,attack,Not fleeing,False,Letal,2015
33,M,Hispanic,Camden,NJ,True,attack,Not fleeing,False,Letal,2015
40,M,White,Miami Beach,FL,False,attack,Not fleeing,False,Letal,2015
27,M,Hispanic,West Covina,CA,False,attack,Not fleeing,False,No Letal,2015
42,M,Black,Oklahoma City,OK,False,attack,Foot,False,Letal,2015
37,M,White,Morristown,TN,False,attack,Not fleeing,False,Letal,2015
23,M,Black,Newport News,VA,False,attack,Foot,False,Letal,2015
36,M,White,Henderson,NV,False,attack,Not fleeing,False,Letal,2015
19,M,White,Pleasanton,CA,False,attack,Foot,False,Unarmed,2015
35,M,White,Austin,TX,False,attack,Foot,False,Letal,2015
43,M,White,Hawaiian Gardens,CA,False,other,Not fleeing,False,Unarmed,2015
25,M,White,Austin,TX,True,attack,Not fleeing,False,No Letal,2015
20,M,White,Oklahoma City,OK,False,attack,Not fleeing,False,Letal,2015
42,M,White,Bath,NH,True,other,Not fleeing,True,No Letal,2015
29,M,Black,Los Angeles,CA,False,attack,Not fleeing,False,No Letal,2015
42,M,Hispanic,Atwater,CA,False,attack,Car,False,No Letal,2015
31,M,White,Lakewood,CA,True,attack,Other,False,No Letal,2015
18,M,Black,Houston,TX,False,attack,Not fleeing,False,Letal,2015
33,M,White,Mesa,AZ,False,other,Not fleeing,False,No Letal,2015
59,M,White,Dallas,TX,False,attack,Not fleeing,False,Letal,2015
47,M,Hispanic,Bakersfield,CA,False,attack,Not fleeing,False,Letal,2015
39,M,Hispanic,Edinburg,TX,True,attack,Not fleeing,False,Letal,2015
37,M,Black,Atlantic City,NJ,False,attack,Foot,False,No Letal,2015
35,M,White,Sugar Creek,MO,False,attack,Car,False,Letal,2015
28,M,White,Elizabethtown,KY,False,other,Not fleeing,False,No Letal,2015
59,M,White,Beaverton,OR,False,attack,Not fleeing,False,Letal,2015
62,M,White,Ashe County,NC,False,attack,Car,True,No Letal,2015
50,M,White,Parowan,UT,False,attack,Not fleeing,False,Letal,2015
68,M,White,Phoenix,AZ,False,attack,Foot,False,Letal,2015
27,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2015
17,M,White,Boulder Creek,CA,True,attack,Not fleeing,False,Letal,2015
21,M,Black,Kansas City,MO,False,other,Not fleeing,False,No Letal,2015
38,M,White,Los Angeles,CA,False,attack,Other,False,No Letal,2015
54,M,White,Las Vegas,NV,True,attack,Not fleeing,True,Letal,2015
20,M,Black,Covington,GA,False,attack,Not fleeing,False,Letal,2015
25,M,Black,Chicago,IL,False,attack,Not fleeing,False,Letal,2015
31,M,White,Olivehurst,CA,False,attack,Not fleeing,False,Letal,2015
35,M,Native,Denver,CO,True,other,Foot,False,No Letal,2015
60,M,White,Austin,TX,False,attack,Foot,False,Letal,2015
24,M,White,River Forest,IL,False,attack,Not fleeing,False,Letal,2015
27,M,White,Casper,WY,False,attack,Not fleeing,False,Letal,2015
36,M,Black,Plantation,FL,False,attack,Not fleeing,False,Unarmed,2015
20,M,Black,Stone Mountain,GA,False,attack,Not fleeing,False,Letal,2015
24,M,White,Dunsmuir,CA,False,attack,Car,False,Letal,2015
23,M,Hispanic,Lynn,MA,False,attack,Not fleeing,False,No Letal,2015
41,M,White,Los Angeles,CA,False,other,Not fleeing,False,No Letal,2015
20,M,Black,Mascotte,FL,False,attack,Not fleeing,False,Letal,2015
43,M,White,Marion,MI,True,other,Not fleeing,False,No Letal,2015
29,M,Hispanic,Wauwatosa,WI,True,other,Not fleeing,False,No Letal,2015
35,M,Black,Homestead,FL,False,attack,Not fleeing,False,Letal,2015
30,M,White,Kansas City,KS,False,attack,Other,False,Letal,2015
24,M,Other,Chattanooga,TN,True,attack,Not fleeing,False,Letal,2015
23,M,Native,Cheyenne,WY,False,attack,Not fleeing,False,Letal,2015
29,M,White,Opp,AL,False,attack,Foot,False,Letal,2015
25,M,Black,Moreno Valley,CA,True,other,Not fleeing,False,No Letal,2015
27,M,White,Seattle,WA,False,other,Foot,False,No Letal,2015
50,M,White,Needles,CA,True,attack,Not fleeing,False,Letal,2015
19,M,Black,Memphis,TN,False,attack,Foot,False,Unarmed,2015
24,M,Hispanic,Brownsville,TX,False,other,Other,False,No Letal,2015
23,M,Black,Orlando,FL,False,attack,Foot,False,Unarmed,2015
22,M,White,Fort Collins,CO,True,attack,Not fleeing,False,No Letal,2015
46,M,White,Phoenix,AZ,False,attack,Not fleeing,False,Letal,2015
65,M,White,Colby,KS,False,attack,Not fleeing,False,Letal,2015
43,M,Black,Mt. Auburn,OH,False,other,Car,True,Unarmed,2015
35,M,White,Winnie,TX,False,attack,Other,False,Letal,2015
47,M,White,White,GA,False,other,Not fleeing,False,Unarmed,2015
24,M,White,Oakland Park,FL,False,other,Car,False,Letal,2015
35,M,White,Jesup,GA,False,attack,Not fleeing,False,Letal,2015
25,M,Hispanic,Monroe,WI,False,attack,Not fleeing,False,Letal,2015
27,M,Black,Philadelphia,PA,False,attack,Not fleeing,False,Letal,2015
26,M,Black,Oklahoma City,OK,False,other,Other,False,No Letal,2015
34,M,Black,Dayton,OH,False,attack,Not fleeing,False,Letal,2015
32,M,White,Myrtle Beach,SC,False,attack,Not fleeing,False,Letal,2015
47,M,White,Douglas,WY,False,attack,Not fleeing,False,No Letal,2015
44,F,White,Meadow Vista,CA,True,attack,Not fleeing,False,Letal,2015
31,M,White,Plymouth,MN,True,attack,Not fleeing,False,Unarmed,2015
44,M,White,Studio City,CA,False,attack,Not fleeing,False,Letal,2015
30,M,White,Pinnacle,NC,False,other,Not fleeing,False,No Letal,2015
60,M,White,New Orleans,LA,True,attack,Car,False,No Letal,2015
50,M,White,Decatur,GA,True,attack,Not fleeing,False,Letal,2015
36,M,Black,Las Vegas,NV,False,attack,Not fleeing,False,No Letal,2015
59,M,Black,Micanopy,FL,False,attack,Not fleeing,False,Letal,2015
33,M,Black,Shreveport,LA,False,attack,Not fleeing,False,Letal,2015
19,M,White,Seneca,SC,False,other,Other,False,No Letal,2015
56,M,White,Irmo,SC,False,attack,Not fleeing,False,No Letal,2015
45,M,White,Houma,LA,True,attack,Car,False,No Letal,2015
22,M,White,Boulder,CO,False,other,Not fleeing,False,No Letal,2015
34,M,Hispanic,Las Cruces,NM,False,undetermined,Foot,False,Letal,2015
53,M,White,Logan,UT,True,attack,Not fleeing,False,Letal,2015
48,M,White,Gardnerville Ranchos,NV,False,attack,Not fleeing,False,Letal,2015
25,M,White,Dunsmuir,CA,False,attack,Car,False,Letal,2015
30,M,Hispanic,Fort Worth,TX,False,attack,Not fleeing,False,Letal,2015
47,M,Hispanic,Whittier,CA,False,attack,Not fleeing,False,No Letal,2015
33,M,Hispanic,Albuquerque,NM,False,attack,Not fleeing,True,Letal,2015
34,M,White,Roswell,NM,False,attack,Not fleeing,False,Letal,2015
29,M,Hispanic,Tucson,AZ,False,attack,Not fleeing,False,Letal,2015
63,M,White,Houston,TX,True,other,Not fleeing,False,No Letal,2015
49,M,Black,Oakland,CA,False,attack,Not fleeing,False,Letal,2015
18,M,White,Campbelltown,PA,False,attack,Foot,False,Letal,2015
71,M,White,Powhatan County,VA,False,attack,Not fleeing,False,Letal,2015
35,M,White,Muncie,IN,True,attack,Not fleeing,False,No Letal,2015
55,M,Hispanic,San Diego County,CA,True,other,Not fleeing,False,No Letal,2015
31,M,Black,Rantoul,IL,True,undetermined,Not fleeing,True,Letal,2015
18,M,White,Louisville,KY,False,attack,Not fleeing,False,No Letal,2015
51,M,White,Greenfield,WI,True,other,Not fleeing,False,No Letal,2015
39,M,Black,Maui,HI,False,attack,Not fleeing,False,Letal,2015
20,M,Black,Richmond,VA,False,attack,Foot,False,Letal,2015
29,M,White,Antioch,TN,True,attack,Not fleeing,False,No Letal,2015
40,M,White,Tacoma,WA,False,attack,Not fleeing,False,Letal,2015
42,M,Hispanic,Elsmere,KY,False,attack,Not fleeing,False,No Letal,2015
22,M,Black,El Paso,TX,False,attack,Car,False,Letal,2015
19,M,Black,Arlington,TX,False,other,Not fleeing,False,Unarmed,2015
24,M,Hispanic,Las Vegas,NV,True,other,Not fleeing,True,No Letal,2015
30,M,White,Fresno,CA,True,attack,Not fleeing,False,No Letal,2015
53,M,White,Superior,MT,False,other,Car,False,No Letal,2015
25,M,Black,Greenville,NC,False,attack,Not fleeing,False,Letal,2015
28,M,Black,Long Beach,CA,False,attack,Not fleeing,False,No Letal,2015
24,M,Black,Summerville,SC,False,attack,Car,False,Letal,2015
59,M,White,Gastonia,NC,False,attack,Not fleeing,False,Letal,2015
46,M,White,Spokane,WA,False,attack,Not fleeing,False,Letal,2015
15,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,No Letal,2015
41,M,White,Ardmore,OK,True,attack,Not fleeing,False,Letal,2015
22,M,Hispanic,San Jose,CA,False,attack,Foot,False,No Letal,2015
24,M,White,Gilbert,AZ,False,other,Not fleeing,False,No Letal,2015
34,M,White,Sandpoint,ID,False,attack,Not fleeing,False,Letal,2015
48,M,White,Waco,TX,False,other,Not fleeing,False,No Letal,2015
24,M,White,Odessa,TX,False,attack,Not fleeing,False,Letal,2015
27,M,Black,Oakland,CA,False,attack,Car,True,Letal,2015
27,M,Hispanic,Hemet,CA,False,attack,Car,False,Letal,2015
27,M,Black,Toledo,OH,False,attack,Car,False,Letal,2015
49,M,White,Hobbs,NM,False,undetermined,Car,False,Letal,2015
30,F,Black,Los Angeles,CA,False,other,Not fleeing,False,No Letal,2015
38,M,Black,Staten Island,NY,False,attack,Not fleeing,False,Letal,2015
26,M,Hispanic,Boerne,TX,False,attack,Not fleeing,False,Letal,2015
30,M,Black,District Heights,MD,True,attack,Foot,False,Unarmed,2015
53,M,White,Bolton,CT,False,attack,Car,False,No Letal,2015
23,M,Black,Sunnyvale,CA,False,attack,Not fleeing,False,Letal,2015
34,M,Black,Inyokern,CA,False,attack,Not fleeing,False,No Letal,2015
30,M,White,Carson City,NV,False,attack,Not fleeing,False,Letal,2015
43,M,White,Hanover,IN,False,attack,Not fleeing,False,Unarmed,2015
29,M,Hispanic,San Jose,CA,False,other,Not fleeing,False,Letal,2015
47,M,White,Kerrville,TX,False,attack,Not fleeing,False,Letal,2015
35,M,Black,Houston,TX,False,attack,Not fleeing,False,Letal,2015
40,M,Hispanic,San Jose,CA,False,other,Foot,False,Unarmed,2015
18,M,Black,St. Louis,MO,False,attack,Foot,False,Letal,2015
24,M,Black,Bloomfield Township,MI,False,attack,Car,False,Letal,2015
29,M,White,Hunters,WA,True,attack,Foot,False,Letal,2015
44,M,White,Canton,NC,True,attack,Not fleeing,False,Letal,2015
17,M,Hispanic,Ontario,CA,True,attack,Not fleeing,False,Letal,2015
19,M,White,Beverly,OH,True,attack,Not fleeing,False,Letal,2015
50,M,White,Tuscaloosa,AL,True,attack,Not fleeing,False,Unarmed,2015
57,M,White,Grapeview,WA,True,attack,Not fleeing,False,Letal,2015
30,M,White,North East,MD,False,attack,Car,False,No Letal,2015
38,M,White,Wake Forest,NC,False,other,Not fleeing,False,No Letal,2015
31,M,White,Cohasset,MN,False,attack,Not fleeing,False,Letal,2015
29,M,White,Bakersfield,CA,False,undetermined,Not fleeing,False,No Letal,2015
26,M,White,Wichita,KS,False,attack,Car,False,No Letal,2015
64,M,White,King George,VA,False,other,Not fleeing,False,No Letal,2015
39,M,Black,Troy,NY,False,attack,Foot,False,Letal,2015
57,M,White,Las Vegas,NV,False,attack,Not fleeing,False,Letal,2015
36,M,White,Jacksonville,FL,True,attack,Not fleeing,False,Letal,2015
36,M,White,Arab,AL,False,attack,Car,False,Letal,2015
21,M,White,Brick Township,NJ,False,attack,Not fleeing,False,No Letal,2015
53,M,Black,Archdale,NC,False,attack,Not fleeing,False,Letal,2015
30,M,Hispanic,Santa Fe,NM,False,attack,Foot,False,Letal,2015
34,M,Black,West Chester,PA,False,attack,Not fleeing,False,No Letal,2015
53,M,White,Thonotosassa,FL,False,attack,Not fleeing,False,Letal,2015
45,M,White,Phoenix,AZ,False,attack,Not fleeing,False,Letal,2015
22,M,Hispanic,Miami,FL,False,attack,Not fleeing,False,Letal,2015
22,M,White,Hendersonville,TN,True,attack,Not fleeing,False,No Letal,2015
46,M,White,Chattanooga,TN,False,attack,Car,False,Letal,2015
27,M,White,West Jordan,UT,True,attack,Not fleeing,False,Letal,2015
30,M,Black,Oakland,CA,False,attack,Not fleeing,True,No Letal,2015
54,M,White,San Diego,CA,False,other,Not fleeing,True,No Letal,2015
29,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,No Letal,2015
42,M,Black,Dallas,TX,False,attack,Not fleeing,False,No Letal,2015
41,M,Hispanic,San Antonio,TX,True,undetermined,Not fleeing,False,No Letal,2015
28,M,White,Spanish Fork,UT,True,attack,Not fleeing,True,Letal,2015
61,M,Black,Mount Vernon,NY,False,other,Not fleeing,False,Unarmed,2015
23,M,White,Longview,TX,False,attack,Not fleeing,False,Letal,2015
25,M,Black,North Las Vegas,NV,False,attack,Foot,False,Letal,2015
37,M,White,San Antonio,TX,False,other,Not fleeing,False,No Letal,2015
29,M,Hispanic,Chicago,IL,False,undetermined,Car,False,Unarmed,2015
20,M,White,Cushing,OK,False,attack,Not fleeing,False,Letal,2015
40,M,Hispanic,Tucson,AZ,False,attack,Not fleeing,False,Letal,2015
45,M,White,Loveland,CO,False,attack,Foot,False,No Letal,2015
33,M,Black,Bluefield,WV,False,attack,Foot,False,No Letal,2015
76,M,White,Twinsburg,OH,False,attack,Not fleeing,False,Letal,2015
47,M,White,Artesia,NM,False,attack,Not fleeing,False,Letal,2015
45,M,White,Prescott,AZ,True,attack,Not fleeing,True,Letal,2015
40,M,Hispanic,Fresno,CA,True,attack,Not fleeing,True,Unarmed,2015
37,M,White,Mitchell,SD,True,attack,Not fleeing,False,Letal,2015
27,M,White,Weitchpec,CA,False,attack,Car,False,Letal,2015
36,M,White,Springtown,TX,False,attack,Not fleeing,False,Letal,2015
23,M,White,Merrimack,NH,True,other,Not fleeing,False,No Letal,2015
49,M,Hispanic,French Lick,IN,False,attack,Not fleeing,False,No Letal,2015
21,M,Black,Durham,NC,True,attack,Not fleeing,False,No Letal,2015
32,M,Hispanic,Ontario,CA,True,other,Not fleeing,True,No Letal,2015
35,M,Black,Virginia Beach,VA,False,attack,Not fleeing,False,Letal,2015
28,F,Black,Virginia Beach,VA,False,undetermined,Not fleeing,False,Unarmed,2015
59,M,Hispanic,Little Havana,FL,False,attack,Car,False,Letal,2015
28,M,Black,Shreveport,LA,True,attack,Car,False,Letal,2015
45,M,White,Hobbs,NM,False,attack,Not fleeing,False,Letal,2015
45,M,Hispanic,Fresno,CA,False,other,Foot,True,No Letal,2015
19,M,Native,Fairbanks,AK,False,attack,Not fleeing,False,Letal,2015
25,M,White,Ashwaubenon,WI,False,attack,Not fleeing,False,Letal,2015
37,M,Black,Kansas City,MO,True,other,Not fleeing,False,No Letal,2015
33,M,Native,Fairbanks,AK,False,attack,Car,False,Letal,2015
59,M,Asian,El Monte,CA,False,attack,Not fleeing,False,No Letal,2015
31,M,Asian,Potsdam,NY,False,attack,Not fleeing,False,No Letal,2015
29,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,Letal,2015
32,M,White,Lodi,CA,False,attack,Foot,False,Letal,2015
41,M,Hispanic,Downey,CA,False,attack,Car,False,Letal,2015
31,M,White,Chester,PA,False,attack,Not fleeing,False,Letal,2015
44,M,White,Broomfield,CO,False,attack,Car,False,Letal,2015
23,M,White,Sylacauga,AL,False,undetermined,Other,False,No Letal,2015
45,M,White,West Knox,TN,False,attack,Not fleeing,False,Letal,2015
39,M,White,Wellman,IA,True,attack,Not fleeing,False,Letal,2015
67,M,Black,McAlester,OK,True,attack,Not fleeing,False,Letal,2015
29,M,White,Clute,TX,False,attack,Car,False,Letal,2015
25,M,Black,Princeton,KY,False,attack,Car,False,Letal,2015
28,M,White,Barstow,CA,True,attack,Not fleeing,False,Unarmed,2015
21,M,Black,Chalmette,LA,False,attack,Not fleeing,False,No Letal,2015
32,M,Hispanic,Panorama City,CA,False,attack,Not fleeing,True,Letal,2015
51,M,Hispanic,Miami,FL,True,undetermined,Car,False,Letal,2015
39,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,Letal,2015
27,M,Black,Alexandria,LA,False,other,Not fleeing,False,Letal,2015
31,M,White,Lead,SD,True,attack,Foot,False,Letal,2015
50,M,White,Beaverton,MI,False,attack,Not fleeing,False,Letal,2015
37,M,White,Brodhead,KY,False,attack,Not fleeing,False,Letal,2015
